id,employee_id,date_taken,taken_by,file_taken_time,documents_taken,status_of_documents,taken_by_email,expected_return_date
773,45532,9/29/2023,mariem,4.25pm,"Employment Form, Aadhar Card, NDA Declaration",Exit - Archive 75,spg@manipalgroup.info,18/07/2025
774,28343,9/29/2023,Bindiya,5.41pm,Aadhar Card,Returned - Archive 67,bindiya@manipalgroup.info,26/07/2025
775,28231,9/29/2023,Shobha M J,5.41pm,"Aadhar Card, Appointment Letter, NDA Declaration, PAN Card",Returned - Archive 12,mariem@manipalgroup.info,12/07/2025
776,44154,10/3/2023,Shobha M J,12.10pm,"NDA Declaration, Aadhar Card",Returned - Archive 58,bindiya@manipalgroup.info,18/07/2025
777,41090,10/3/2023,Shobha M J,2.30pm,Passport Photo,Returned - Archive 59,bindiya@manipalgroup.info,28/07/2025
778,61278,10/4/2023,mariem,10.45am,"Passport Photo, EPF Form, Appointment Letter",Returned - Archive 50,ashoka@manipalgroup.info,19/07/2025
779,11212,10/5/2023,SPG,9.54pm,PAN Card,Exit - Archive 85,bindiya@manipalgroup.info,21/07/2025
780,45430,10/7/2023,Bindiya,10.55am,"Appointment Letter, Passport Photo, Employment Form, NDA Declaration",Exit - Archive 13,shobhamj@manipalgroup.info,26/07/2025
781,43792,10/7/2023,mariem,11-05am,EPF Form,Returned - Archive 53,bindiya@manipalgroup.info,24/07/2025
782,14010,10/9/2023,mariem,5.20pm,"Appointment Letter, Employment Form, Passport Photo",Returned - Archive 54,ashoka@manipalgroup.info,26/07/2025
783,28428,10/9/2023,mariem,5.20pm,"EPF Form, Employment Form, PAN Card, Passport Photo",Returned - Archive 57,bindiya@manipalgroup.info,18/07/2025
784,28429,10/9/2023,SPG,5.20pm,"NDA Declaration, Employment Form, EPF Form, Passport Photo",Returned - Archive 16,spg@manipalgroup.info,14/07/2025
785,55724,10/9/2023,Shobha M J,5.20pm,"PAN Card, Aadhar Card, EPF Form",Returned - Archive 17,spg@manipalgroup.info,20/07/2025
786,45736,10/10/2023,Bindiya,10.58pm,Appointment Letter,Exit - Archive 14,shobhamj@manipalgroup.info,23/07/2025
787,30772,10/10/2023,SPG,10.58pm,EPF Form,Exit - Archive 61,ashoka@manipalgroup.info,12/07/2025
788,45185,10/10/2023,SPG,10.58pm,Aadhar Card,Exit - Archive 35,spg@manipalgroup.info,15/07/2025
789,45809,10/11/2023,mariem,10.58pm,"EPF Form, PAN Card, Aadhar Card, NDA Declaration",Exit - Archive 3,ashoka@manipalgroup.info,11/07/2025
790,53436,10/11/2023,SPG,10.58pm,Appointment Letter,Returned - Archive 12,bindiya@manipalgroup.info,14/07/2025
791,61290,10/11/2023,Bindiya,11.05am,Employment Form,Returned - Archive 50,shobhamj@manipalgroup.info,11/07/2025
792,45284,10/12/2023,Ashoka,2.05pm,"Passport Photo, Employment Form, Appointment Letter",Exit - Archive 2,ashoka@manipalgroup.info,17/07/2025
793,45838,10/12/2023,SPG,2.05pm,Employment Form,Exit - Archive 78,spg@manipalgroup.info,16/07/2025
794,45532,10/12/2023,SPG,2.05pm,"NDA Declaration, PAN Card",Exit - Archive 76,ashoka@manipalgroup.info,12/07/2025
795,45612,10/13/2023,Bindiya,10.12pm,"Aadhar Card, Employment Form, EPF Form, Appointment Letter",Exit - Archive 74,ashoka@manipalgroup.info,26/07/2025
796,45623,10/13/2023,SPG,10.12pm,"Appointment Letter, Aadhar Card, PAN Card, EPF Form",Exit - Archive 54,spg@manipalgroup.info,15/07/2025
797,45761,10/16/2023,SPG,10.30am,"PAN Card, Employment Form, Appointment Letter",Exit - Archive 3,bindiya@manipalgroup.info,19/07/2025
798,86125,10/16/2023,Ashoka,12.45pm,"Appointment Letter, PAN Card, Employment Form",Exit - Archive 76,mariem@manipalgroup.info,19/07/2025
799,61289,10/17/2023,SPG,10.45am,Appointment Letter,Returned - Archive 1,spg@manipalgroup.info,13/07/2025
800,45586,10/21/2023,Ashoka,11.05am,"Appointment Letter, Aadhar Card, EPF Form",Exit - Archive 77,spg@manipalgroup.info,10/07/2025
801,45743,10/25/2023,Shobha M J,10.45am,NDA Declaration,Exit - Archive 30,ashoka@manipalgroup.info,15/07/2025
802,44973,10/27/2023,Ashoka,9.55am,"Passport Photo, PAN Card, Aadhar Card",Returned - Archive 88,ashoka@manipalgroup.info,10/07/2025
803,45527,10/27/2023,Bindiya,10.00am,NDA Declaration,Exit - Archive 8,bindiya@manipalgroup.info,15/07/2025
804,45604,10/27/2023,Bindiya,12.35pm,Aadhar Card,Exit - Archive 22,ashoka@manipalgroup.info,23/07/2025
805,61308,10/27/2023,SPG,12.35pm,PAN Card,Exit - Archive 93,mariem@manipalgroup.info,12/07/2025
806,55831,10/27/2023,Ashoka,12.35pm,"EPF Form, Aadhar Card, NDA Declaration",Exit - Archive 1,mariem@manipalgroup.info,27/07/2025
807,55032,10/27/2023,Bindiya,3.45pm,"Employment Form, EPF Form, NDA Declaration",Exit - Archive 60,spg@manipalgroup.info,12/07/2025
808,,,Bindiya,,"Appointment Letter, Passport Photo, EPF Form, Aadhar Card",,ashoka@manipalgroup.info,15/07/2025
809,,,Shobha M J,,"EPF Form, Appointment Letter, Aadhar Card, PAN Card",,bindiya@manipalgroup.info,24/07/2025
